ano,sexo,TMI_item_b,TMI_item_b_pmil,TMI_2010,q0,q0_pmil
2010,Masculino,0.019386268896589825,19.386268896589826,0.020381328073635765,0.020381328073635765,20.381328073635764
2010,Feminino,0.01706286318013735,17.062863180137352,0.019451573686343374,0.019451573686343374,19.451573686343373
2024,Masculino,0.019386268896589825,19.386268896589826,0.020381328073635765,0.019386268896589825,19.386268896589826
2024,Feminino,0.01706286318013735,17.062863180137352,0.019451573686343374,0.01706286318013735,17.062863180137352
